user_id,event_time,event_type,campaign_id,channel
U0136,2024-01-16 14:33:00 ,qualified,CAMP_1,Google Ads
U0136,2024-01-17 02:55:00 ,converted,CAMP_1,Google Ads
U0137,2024-01-02 10:44:00 ,impression,CAMP_4,Google Ads
U0137,2024-01-02 19:52:00 ,click,CAMP_4,Google Ads
U0137,2024-01-03 14:38:00 ,lead,CAMP_4,Google Ads
U0137,2024-01-03 19:08:00 ,qualified,CAMP_4,Google Ads
U0138,2024-01-04 09:14:00 ,impression,CAMP_4,Google Ads
U0138,2024-01-05 06:46:00 ,click,CAMP_4,Google Ads
U0138,2024-01-06 03:34:00 ,lead,CAMP_4,Google Ads
U0138,2024-01-06 11:46:00 ,qualified,CAMP_4,Google Ads
U0139,2024-01-01 13:42:00 ,impression,CAMP_3,Email
U0139,2024-01-02 03:39:00 ,click,CAMP_3,Email
U0139,2024-01-02 06:51:00 ,lead,CAMP_3,Email
U0139,2024-01-02 14:33:00 ,qualified,CAMP_3,Email
U0139,2024-01-02 18:27:00 ,converted,CAMP_3,Email
U0140,2024-01-16 11:29:00 ,impression,CAMP_1,Google Ads
U0140,2024-01-17 04:53:00 ,click,CAMP_1,Google Ads
U0141,2024-01-16 11:04:00 ,impression,CAMP_4,Google Ads
U0141,2024-01-17 02:41:00 ,click,CAMP_4,Google Ads
U0141,2024-01-17 21:31:00 ,lead,CAMP_4,Google Ads
U0141,2024-01-18 02:29:00 ,qualified,CAMP_4,Google Ads
U0142,2024-02-17 10:09:00 ,impression,CAMP_2,LinkedIn
U0142,2024-02-17 12:33:00 ,click,CAMP_2,LinkedIn
U0142,2024-02-17 22:00:00 ,lead,CAMP_2,LinkedIn
U0142,2024-02-18 12:11:00 ,qualified,CAMP_2,LinkedIn
U0142,2024-02-18 23:49:00 ,converted,CAMP_2,LinkedIn
U0143,2024-01-10 11:32:00 ,impression,CAMP_3,Email
U0144,2024-01-15 13:35:00 ,impression,CAMP_4,Google Ads
U0144,2024-01-16 06:08:00 ,click,CAMP_4,Google Ads
U0145,2024-01-18 12:13:00 ,impression,CAMP_3,Email
U0145,2024-01-19 03:47:00 ,click,CAMP_3,Email
U0145,2024-01-19 14:48:00 ,lead,CAMP_3,Email
U0145,2024-01-19 21:16:00 ,qualified,CAMP_3,Email
U0145,2024-01-20 21:06:00 ,converted,CAMP_3,Email
U0146,2024-01-14 09:22:00 ,impression,CAMP_4,Google Ads
U0146,2024-01-14 20:15:00 ,click,CAMP_4,Google Ads
U0147,2024-01-21 10:17:00 ,impression,CAMP_4,Google Ads
U0147,2024-01-22 03:13:00 ,click,CAMP_4,Google Ads
U0147,2024-01-22 04:30:00 ,lead,CAMP_4,Google Ads
U0147,2024-01-22 08:50:00 ,qualified,CAMP_4,Google Ads
U0148,2024-01-15 09:51:00 ,impression,CAMP_3,Email
U0149,2024-02-05 12:29:00 ,impression,CAMP_4,Google Ads
U0150,2024-01-16 11:15:00 ,impression,CAMP_2,LinkedIn
